round,train_loss,train_acc,val_loss,val_acc
1,3.8339662551879883,0.003699675900861621,3.8337035179138184,0.003695845603942871
2,3.948117733001709,0.045323796570301056,3.9478015899658203,0.045376770198345184
3,4.107048511505127,0.061162035912275314,4.106985569000244,0.06098758056759834
