dataset,cluster_id,num_train_samples,num_clients_in_cluster,test_loss,test_accuracy
CSE_CIC_IDS2018,0,1347521,2,0.1617603898048401,0.9688392877578735
CSE_CIC_IDS2018,1,1347520,2,1.2079006433486938,0.7836225032806396
CSE_CIC_IDS2018,2,4042562,6,0.17903035879135132,0.9580370187759399
