round,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
1,1.0373570919036865,0.7138515114784241,1.0368492603302002,0.7140142917633057,1.0368365049362183,0.7139793038368225
2,0.15663455426692963,0.9624837040901184,0.15686602890491486,0.9624388217926025,0.15632441639900208,0.962668240070343
3,0.13140209019184113,0.9655938744544983,0.13152553141117096,0.9655115604400635,0.1310725212097168,0.9657266139984131
4,0.12466086447238922,0.9683361053466797,0.12474929541349411,0.9683697819709778,0.12428872287273407,0.9684500098228455
5,0.11970429867506027,0.9677726626396179,0.11971142888069153,0.9677920937538147,0.11934413760900497,0.9679142236709595
